-0.8601564,-0.2713507,0.0935075,0.36035347,0.36741978,0.7456227,-0.88350743,0.59928566,-0.7959335,-0.31788042,-0.766699,0.32910103,0.5012881,-0.6572552,0.5704872,0.74435997,0.58150166,-0.60801923,-0.71496105,-0.9730751
0.5617792,-0.07552973,0.8393356,-0.3552585,-0.5064062,0.60415184,-0.8500651,0.7165233,-0.79515165,-0.75602674,-0.76006365,-0.50306404,0.469173,-0.7498984,0.46574193,-0.69977075,-0.7238474,0.2997222,0.61925966,-0.354753
-0.8787184,0.57509243,0.66632605,0.43420887,-0.51281637,-0.88955164,0.14755687,0.25613463,0.5229531,-0.86207086,-0.70838225,-0.7095376,-0.91452956,-0.7389112,0.40496197,0.40445185,0.1672345,0.35187507,-0.6849221,0.3821785
0.4778051,-0.9440363,-0.28173596,-0.72761554,-0.50467545,-0.5392267,0.44416603,-0.9251778,0.558352,-0.58562076,-0.6874071,0.56121886,0.70219076,0.4511003,-0.85513484,0.44918367,-0.5997949,-0.7590064,0.4187004,0.64553046
-0.22824106,-0.30029476,-0.90700704,0.76222986,-0.7988166,-0.76446074,0.44775093,-0.8352802,0.5081643,-0.67432815,0.5390937,0.5366702,0.58758694,0.62182504,-0.57550716,0.48999545,-0.8499937,-0.7354976,0.6942404,0.3578144
-0.6029211,-0.6752674,-1.0040395,-0.6911599,0.55252033,-0.69201165,0.7586297,-0.7152134,-0.6646227,-0.58459973,0.72182024,0.62632114,0.4493955,-0.7717538,-0.68659925,-0.8289026,-0.67891645,0.67651516,-0.3213897,0.67741483
0.5002619,0.7948124,-0.6324606,-0.7746344,-0.83646524,0.70368046,-0.659835,0.46103233,0.4473684,0.5444961,0.39596602,-0.5942001,-0.9831454,0.53459644,-0.5089341,-0.24404638,0.57253444,0.5911265,0.054083154,0.27240017
0.38455296,0.78478163,-0.5189452,-0.24086682,0.6033141,0.7073293,0.2749666,-0.75483274,-0.6424431,-0.76735836,-0.68031555,0.2364691,-0.3000843,0.33942145,0.636615,0.38784492,-0.82408595,0.5100665,0.3875422,0.13471377
-0.47584385,-0.84628713,0.5339489,-0.70024025,0.6443319,0.41791666,0.70592886,0.5864522,0.4859129,0.5366391,0.520465,-0.8809115,0.2688984,-0.7822644,-0.61250377,-0.76818466,0.47758725,-0.75495845,0.40272132,0.47214806
0.504202,0.51448476,-1.0154492,0.5315584,-0.7979545,-0.70032316,0.3155998,0.5306941,0.5780779,-0.6147877,0.3460824,0.3447969,-0.75508684,0.666632,-0.77479607,0.5470269,0.35781065,-0.6986894,-0.6655201,-0.79357725
